CREATE 5374
EDGE 38 616 869
EDGE 38 1267 867
EDGE 38 700 937
EDGE 38 140 952
EDGE 38 1450 910
EDGE 38 235 808
EDGE 38 105 846
EDGE 39 1471 821
EDGE 39 40 921
EDGE 40 457 849
EDGE 41 811 940
EDGE 41 42 841
EDGE 42 1668 869
EDGE 42 4748 915
EDGE 42 811 991
EDGE 42 1737 964
EDGE 42 1351 944
EDGE 42 528 900
EDGE 43 1746 955
EDGE 43 1177 883
EDGE 43 4978 814
EDGE 43 523 958
EDGE 43 1385 962
EDGE 43 95 840
EDGE 43 44 970
EDGE 44 523 886
EDGE 44 264 970
EDGE 44 445 892
EDGE 45 886 816
EDGE 45 832 926
EDGE 45 571 954
EDGE 45 46 887
EDGE 47 1423 821
EDGE 47 343 875
EDGE 47 1077 995
EDGE 47 48 848
EDGE 49 56 914
EDGE 49 742 824
EDGE 49 1008 844
EDGE 49 862 815
EDGE 49 50 818
EDGE 50 1365 807
EDGE 50 126 961
EDGE 51 5239 859
EDGE 51 1255 821
EDGE 51 784 946
EDGE 51 4683 818
EDGE 51 52 986
EDGE 52 404 832
EDGE 53 143 955
EDGE 53 63 910
EDGE 53 54 990
EDGE 54 865 964
EDGE 54 639 855
EDGE 55 735 873
EDGE 55 56 908
EDGE 56 1008 842
EDGE 56 905 974
EDGE 56 535 813
EDGE 57 1365 838
EDGE 57 1230 827
EDGE 57 1208 832
EDGE 57 734 847
EDGE 57 58 833
EDGE 58 1253 930
EDGE 58 1282 894
EDGE 58 126 839
EDGE 58 1604 811
EDGE 58 1294 878
EDGE 58 4679 960
EDGE 59 1789 864
EDGE 59 5367 891
EDGE 59 471 810
EDGE 59 60 942
EDGE 60 1321 941
EDGE 61 1782 999
EDGE 61 5176 917
EDGE 61 469 876
EDGE 61 152 947
EDGE 61 62 814
EDGE 62 998 983
EDGE 63 638 804
EDGE 64 5036 950
EDGE 64 65 934
EDGE 65 599 878
EDGE 65 4973 924
EDGE 65 1241 988
EDGE 65 5057 816
EDGE 66 1687 944
EDGE 66 5165 951
EDGE 66 1070 958
EDGE 66 735 871
EDGE 66 535 999
EDGE 66 4904 978
EDGE 66 742 999
EDGE 66 554 959
EDGE 66 299 938
EDGE 66 67 822
EDGE 68 1470 836
EDGE 68 69 991
EDGE 69 352 990
EDGE 70 959 815
EDGE 70 4830 899
EDGE 70 71 909
EDGE 71 1269 928
EDGE 72 1314 824
EDGE 72 73 942
EDGE 73 393 980
EDGE 74 795 813
EDGE 74 75 923
EDGE 75 492 962
EDGE 75 848 882
EDGE 76 2779 971
EDGE 76 2404 960
EDGE 76 3347 946
EDGE 76 2889 916
EDGE 76 77 982
EDGE 77 1853 873
EDGE 77 3414 935
EDGE 77 3365 954
EDGE 78 601 957
EDGE 78 421 866
EDGE 78 79 854
EDGE 79 5134 890
EDGE 79 5051 915
EDGE 79 5062 983
EDGE 79 666 908
EDGE 79 208 935
EDGE 79 525 889
EDGE 79 173 863
EDGE 79 1446 832
EDGE 79 1203 833
EDGE 79 1813 998
EDGE 79 4844 852
EDGE 79 1383 975
EDGE 80 1212 964
EDGE 80 83 942
EDGE 80 81 960
EDGE 81 5360 814
EDGE 81 1548 805
EDGE 81 729 970
EDGE 81 1528 948
EDGE 81 928 919
EDGE 82 1799 920
EDGE 82 1260 921
EDGE 82 469 814
EDGE 82 1244 946
EDGE 82 1236 932
EDGE 83 5146 967
EDGE 83 1150 854
EDGE 83 945 885
EDGE 84 4007 822
EDGE 84 85 954
EDGE 85 4534 852
EDGE 86 578 966
EDGE 86 87 948
EDGE 87 1494 856
EDGE 87 979 827
EDGE 87 4642 919
EDGE 87 4584 940
EDGE 88 4193 847
EDGE 88 89 897
EDGE 89 3661 896
EDGE 90 327 972
EDGE 90 138 825
EDGE 90 4708 957
EDGE 90 1105 867
EDGE 90 1088 823
EDGE 90 91 841
EDGE 91 1104 986
EDGE 91 1183 972
EDGE 91 349 861
EDGE 92 941 849
EDGE 92 1116 990
EDGE 92 5101 811
EDGE 92 1134 981
EDGE 92 1675 881
EDGE 92 1141 894
EDGE 92 944 887
EDGE 92 93 968
EDGE 93 1021 850
EDGE 93 131 943
EDGE 93 494 949
EDGE 93 1433 806
EDGE 93 1172 970
EDGE 93 1191 979
EDGE 94 3720 894
EDGE 94 589 910
EDGE 94 524 936
EDGE 94 95 959
EDGE 95 1178 809
EDGE 95 524 879
EDGE 95 1042 813
EDGE 96 877 936
EDGE 96 5153 868
EDGE 96 1633 952
EDGE 96 978 958
EDGE 96 97 982
EDGE 97 161 973
EDGE 98 99 951
EDGE 99 4931 985
EDGE 99 1771 891
EDGE 99 1623 880
EDGE 100 5269 806
EDGE 100 154 901
EDGE 100 101 900
EDGE 101 1803 931
EDGE 101 4989 986
EDGE 101 1272 893
EDGE 102 4785 997
EDGE 102 561 919
EDGE 102 122 946
EDGE 102 5077 813
EDGE 103 1675 821
EDGE 103 5136 998
EDGE 103 1171 970
EDGE 103 775 879
EDGE 103 729 859
EDGE 103 104 938
EDGE 104 1116 827
EDGE 105 315 847
EDGE 105 1172 865
EDGE 105 5317 905
EDGE 105 1384 879
EDGE 105 637 989
EDGE 106 107 904
EDGE 107 1043 936
EDGE 107 5371 818
EDGE 107 577 807
EDGE 108 4855 835
EDGE 108 109 896
EDGE 109 721 894
EDGE 109 207 886
EDGE 110 645 859
EDGE 110 111 880
EDGE 111 188 911
EDGE 112 5267 939
EDGE 112 113 947
EDGE 113 761 969
EDGE 113 1278 986
EDGE 114 4873 919
EDGE 114 115 890
EDGE 115 4877 932
EDGE 116 1370 924
EDGE 116 546 978
EDGE 116 5271 837
EDGE 116 740 902
EDGE 116 117 853
EDGE 117 1033 926
EDGE 117 5108 873
EDGE 117 816 969
EDGE 118 1244 817
EDGE 118 436 938
EDGE 118 5241 937
EDGE 118 1074 954
EDGE 118 469 860
EDGE 118 941 809
EDGE 118 119 869
EDGE 119 165 810
EDGE 120 1118 995
EDGE 120 121 992
EDGE 121 1056 936
EDGE 121 569 858
EDGE 122 179 906
EDGE 122 123 870
EDGE 123 318 965
EDGE 123 179 995
EDGE 123 5077 884
EDGE 123 317 960
EDGE 124 1580 974
EDGE 124 125 962
EDGE 125 508 908
EDGE 125 4936 979
EDGE 125 288 814
EDGE 125 695 943
EDGE 125 306 885
EDGE 126 482 940
EDGE 126 1208 941
EDGE 126 734 820
EDGE 126 1103 932
EDGE 127 2979 972
EDGE 127 2538 894
EDGE 127 2997 881
EDGE 127 2592 864
EDGE 127 128 815
EDGE 128 3014 893
EDGE 129 736 926
EDGE 129 257 883
EDGE 129 529 830
EDGE 129 814 803
EDGE 129 1429 960
EDGE 129 198 899
EDGE 129 1001 921
EDGE 129 130 854
EDGE 131 770 837
EDGE 132 1384 826
EDGE 132 315 875
EDGE 132 133 999
EDGE 133 5247 955
EDGE 133 1761 884
EDGE 133 1086 896
EDGE 133 5080 861
EDGE 133 1601 987
EDGE 133 1317 989
EDGE 133 277 847
EDGE 133 1044 885
EDGE 134 292 985
EDGE 134 135 997
EDGE 135 343 897
EDGE 136 2785 815
EDGE 136 137 951
EDGE 137 4243 933
EDGE 137 3473 810
EDGE 137 2117 968
EDGE 137 3296 815
EDGE 137 2953 970
EDGE 138 1114 859
EDGE 138 1071 841
EDGE 138 610 983
EDGE 138 748 923
EDGE 138 1085 928
EDGE 138 139 992
EDGE 139 1770 803
EDGE 139 768 895
EDGE 139 747 930
EDGE 139 629 860
EDGE 139 4711 895
EDGE 139 5130 838
EDGE 139 5188 885
EDGE 139 1748 846
EDGE 139 4735 842
EDGE 139 765 941
EDGE 140 840 842
EDGE 140 333 964
EDGE 140 1380 907
EDGE 140 1384 832
EDGE 140 1116 940
EDGE 140 700 858
EDGE 140 141 886
EDGE 141 202 903
EDGE 142 5300 862
EDGE 142 232 916
EDGE 142 4752 877
EDGE 142 866 971
EDGE 142 446 880
EDGE 142 541 801
EDGE 142 143 834
EDGE 143 4715 805
EDGE 143 866 890
EDGE 143 187 927
EDGE 144 1392 843
EDGE 144 4667 972
EDGE 144 1311 832
EDGE 144 145 990
EDGE 145 4731 997
EDGE 145 4757 880
EDGE 145 1676 968
EDGE 145 1109 950
EDGE 145 1392 834
EDGE 145 389 829
EDGE 146 5061 871
EDGE 146 147 907
EDGE 147 5251 839
EDGE 148 4753 894
EDGE 148 1756 843
EDGE 148 424 944
EDGE 148 4669 834
EDGE 148 149 828
EDGE 149 567 852
EDGE 150 1432 873
EDGE 150 327 958
EDGE 150 1104 936
EDGE 150 151 968
EDGE 151 853 892
EDGE 151 1106 894
EDGE 151 5130 845
EDGE 151 649 921
EDGE 152 1155 940
EDGE 152 1329 814
EDGE 152 4678 861
EDGE 152 862 990
EDGE 152 656 963
EDGE 153 1460 930
EDGE 153 154 850
EDGE 154 5076 841
EDGE 155 2595 969
EDGE 155 156 896
EDGE 156 4048 878
EDGE 157 1628 915
EDGE 157 158 953
EDGE 158 455 834
EDGE 158 386 979
EDGE 158 1074 991
EDGE 159 347 985
EDGE 159 160 868
EDGE 160 884 938
EDGE 161 1817 824
EDGE 161 5295 990
EDGE 161 162 944
EDGE 162 760 931
EDGE 163 5252 818
EDGE 163 5315 946
EDGE 163 1751 904
EDGE 163 164 858
EDGE 164 936 867
EDGE 165 566 839
EDGE 165 210 839
EDGE 165 250 828
EDGE 165 166 935
EDGE 166 1257 997
EDGE 166 5241 932
EDGE 166 1100 942
EDGE 166 1225 845
EDGE 166 566 818
EDGE 166 1778 867
EDGE 167 1216 914
EDGE 167 609 892
EDGE 167 991 930
EDGE 167 168 829
EDGE 168 300 849
EDGE 168 991 833
EDGE 169 223 834
EDGE 169 1644 916
EDGE 169 170 836
EDGE 170 263 901
EDGE 171 1600 859
EDGE 171 5224 821
EDGE 171 1390 887
EDGE 171 1722 896
EDGE 171 1761 924
EDGE 171 172 807
EDGE 172 4797 832
EDGE 172 234 823
EDGE 172 941 834
EDGE 173 964 877
EDGE 174 1324 841
EDGE 174 755 910
EDGE 174 175 863
EDGE 175 755 943
EDGE 176 492 815
EDGE 176 177 955
EDGE 177 5131 880
EDGE 177 1060 840
EDGE 177 5003 927
EDGE 177 445 800
EDGE 177 377 910
EDGE 177 1353 838
EDGE 177 5191 901
EDGE 177 2803 870
EDGE 177 589 935
EDGE 177 5017 893
EDGE 177 524 823
EDGE 177 1042 913
EDGE 177 671 983
EDGE 178 966 911
EDGE 178 1595 894
EDGE 178 317 965
EDGE 178 5162 908
EDGE 178 1561 956
EDGE 178 179 855
EDGE 179 1264 833
EDGE 179 4786 831
EDGE 179 1664 904
EDGE 180 2793 828
EDGE 180 181 845
EDGE 181 4392 895
EDGE 182 1256 996
EDGE 182 183 903
EDGE 183 4256 992
EDGE 184 1148 871
EDGE 184 886 955
EDGE 184 185 893
EDGE 185 1394 859
EDGE 185 1817 903
EDGE 185 207 834
EDGE 185 721 890
EDGE 186 386 901
EDGE 186 187 876
EDGE 187 981 819
EDGE 187 541 877
EDGE 187 1464 894
EDGE 188 771 805
EDGE 188 372 827
EDGE 188 328 855
EDGE 188 254 954
EDGE 188 5019 960
EDGE 188 985 954
EDGE 188 632 932
EDGE 188 1748 880
EDGE 188 743 849
EDGE 188 875 629
EDGE 188 189 917
EDGE 189 1437 823
EDGE 189 882 862
EDGE 189 662 974
EDGE 190 1471 983
EDGE 190 191 880
EDGE 191 521 860
EDGE 191 957 839
EDGE 191 570 826
EDGE 191 1523 872
EDGE 191 4626 855
EDGE 192 845 977
EDGE 192 5046 847
EDGE 192 1330 986
EDGE 192 1666 829
EDGE 192 975 986
EDGE 192 528 926
EDGE 192 660 804
EDGE 192 193 927
EDGE 193 1684 983
EDGE 194 1226 814
EDGE 194 306 900
EDGE 194 1178 965
EDGE 194 1758 820
EDGE 194 1738 800
EDGE 194 195 973
EDGE 195 386 848
EDGE 196 381 801
EDGE 196 4853 858
EDGE 196 197 856
EDGE 197 4910 862
EDGE 197 4705 828
EDGE 197 430 982
EDGE 197 1005 883
EDGE 197 1290 978
EDGE 198 199 851
EDGE 199 874 980
EDGE 199 938 908
EDGE 199 736 898
EDGE 199 1378 875
EDGE 199 1351 927
EDGE 199 241 906
EDGE 199 567 962
EDGE 200 5037 805
EDGE 200 201 881
EDGE 201 1254 893
EDGE 201 1226 806
EDGE 201 849 976
EDGE 202 649 989
EDGE 202 203 813
EDGE 203 1213 980
EDGE 203 4849 987
EDGE 204 1712 895
EDGE 204 205 871
EDGE 205 824 846
EDGE 205 1224 856
EDGE 206 4877 913
EDGE 206 207 822
EDGE 207 4766 903
EDGE 207 517 895
EDGE 207 1468 810
EDGE 207 1583 918
EDGE 208 1098 993
EDGE 208 315 902
EDGE 208 412 802
EDGE 208 209 865
EDGE 209 1180 850
EDGE 210 5195 961
EDGE 210 1513 917
EDGE 210 211 854
EDGE 211 234 956
EDGE 211 927 925
EDGE 211 1773 980
EDGE 212 4547 884
EDGE 212 213 885
EDGE 213 4103 938
EDGE 214 693 936
EDGE 214 215 922
EDGE 215 1278 909
EDGE 215 1019 929
EDGE 215 4963 824
EDGE 216 1230 965
EDGE 216 217 800
EDGE 217 220 866
EDGE 217 4821 924
EDGE 217 1169 810
EDGE 218 1077 973
EDGE 218 219 825
EDGE 219 606 847
EDGE 219 1320 972
EDGE 220 584 880
EDGE 220 5030 828
EDGE 220 630 913
EDGE 220 4679 942
EDGE 220 1046 931
EDGE 220 221 879
EDGE 223 263 953
EDGE 223 1140 956
EDGE 223 823 996
EDGE 223 224 898
EDGE 224 963 814
EDGE 226 4919 816
EDGE 226 1130 879
EDGE 226 364 983
EDGE 226 227 969
EDGE 227 1667 878
EDGE 228 1647 976
EDGE 228 1334 930
EDGE 228 442 809
EDGE 228 728 894
EDGE 228 229 893
EDGE 230 1662 865
EDGE 230 231 831
EDGE 231 5141 995
EDGE 231 892 846
EDGE 231 488 889
EDGE 231 289 853
EDGE 232 965 973
EDGE 232 4990 839
EDGE 232 233 959
EDGE 233 788 989
EDGE 234 927 997
EDGE 234 1433 884
EDGE 234 1449 964
EDGE 234 1191 881
EDGE 234 1564 916
EDGE 234 1458 851
EDGE 234 502 822
EDGE 234 1343 830
EDGE 234 403 814
EDGE 234 278 897
EDGE 234 240 884
EDGE 234 235 875
EDGE 235 616 876
EDGE 235 5326 806
EDGE 235 502 820
EDGE 236 4653 868
EDGE 236 237 915
EDGE 237 4531 803
EDGE 238 3720 957
EDGE 238 239 802
EDGE 239 1309 844
EDGE 240 1021 850
EDGE 241 242 959
EDGE 242 1104 806
EDGE 242 1001 823
EDGE 243 4102 809
EDGE 243 244 864
EDGE 244 4580 994
EDGE 244 4479 935
EDGE 244 4375 974
EDGE 245 4595 995
EDGE 245 2317 863
EDGE 245 3893 864
EDGE 245 3304 857
EDGE 245 246 824
EDGE 246 4627 815
EDGE 247 1745 946
EDGE 247 248 980
EDGE 248 4395 841
EDGE 249 250 881
EDGE 251 2216 829
EDGE 251 252 912
EDGE 252 4244 822
EDGE 252 1961 851
EDGE 252 2064 840
EDGE 252 3056 941
EDGE 252 4270 970
EDGE 252 2278 823
EDGE 252 2162 957
EDGE 253 4875 904
EDGE 253 1114 984
EDGE 253 503 971
EDGE 253 5164 802
EDGE 253 985 892
EDGE 253 254 993
EDGE 254 648 823
EDGE 254 5026 970
EDGE 254 1115 966
EDGE 254 1727 993
EDGE 255 1112 833
EDGE 255 344 913
EDGE 255 256 905
EDGE 256 363 880
EDGE 257 882 992
EDGE 258 1674 999
EDGE 258 1451 899
EDGE 258 1720 951
EDGE 258 1176 897
EDGE 258 1485 812
EDGE 258 1667 813
EDGE 258 430 829
EDGE 258 259 984
EDGE 259 5201 965
EDGE 259 1295 923
EDGE 260 3467 824
EDGE 260 261 965
EDGE 261 3458 998
EDGE 261 3480 957
EDGE 261 2860 984
EDGE 261 3248 902
EDGE 262 337 950
EDGE 263 1091 878
EDGE 263 4720 972
EDGE 263 1422 968
EDGE 263 594 901
EDGE 263 532 848
EDGE 263 425 868
EDGE 264 1732 965
EDGE 264 966 848
EDGE 264 523 839
EDGE 264 461 891
EDGE 265 266 902
EDGE 266 668 895
EDGE 266 775 968
EDGE 267 703 833
EDGE 267 268 841
EDGE 269 954 920
EDGE 269 270 961
EDGE 270 4558 951
EDGE 271 1072 852
EDGE 271 769 970
EDGE 271 272 872
EDGE 272 1307 855
EDGE 273 5287 883
EDGE 273 274 949
EDGE 274 1696 940
EDGE 275 2622 849
EDGE 275 2175 972
EDGE 275 2052 883
EDGE 275 276 935
EDGE 276 3717 984
EDGE 277 622 876
EDGE 277 297 989
EDGE 277 1601 846
EDGE 279 4558 851
EDGE 279 5151 998
EDGE 279 280 915
EDGE 280 4934 835
EDGE 281 2039 862
EDGE 281 282 819
EDGE 282 3573 851
EDGE 283 1310 978
EDGE 283 284 848
EDGE 284 300 935
EDGE 285 1605 891
EDGE 285 286 942
EDGE 286 4242 801
EDGE 286 1532 970
EDGE 286 3973 820
EDGE 286 1608 925
EDGE 287 1801 838
EDGE 287 532 872
EDGE 287 288 807
EDGE 289 1672 941
EDGE 290 3553 826
EDGE 290 291 967
EDGE 291 4523 995
EDGE 291 4066 894
EDGE 291 3723 956
EDGE 291 4650 965
EDGE 292 5311 923
EDGE 292 699 910
EDGE 292 1039 820
EDGE 292 698 828
EDGE 293 489 816
EDGE 293 294 904
EDGE 294 5010 928
EDGE 295 4897 822
EDGE 295 5255 913
EDGE 295 4915 821
EDGE 295 720 834
EDGE 295 1129 881
EDGE 295 296 801
EDGE 296 661 998
EDGE 296 635 897
EDGE 296 652 818
EDGE 296 1112 949
EDGE 296 1345 840
EDGE 296 542 943
EDGE 297 1524 821
EDGE 297 1398 834
EDGE 297 1434 976
EDGE 297 298 958
EDGE 298 694 856
EDGE 299 534 984
EDGE 300 4934 956
EDGE 300 4599 980
EDGE 300 755 871
EDGE 300 1166 938
EDGE 300 5151 922
EDGE 300 1108 993
EDGE 300 2640 807
EDGE 300 1991 818
EDGE 300 301 856
EDGE 301 686 857
EDGE 302 4805 863
EDGE 302 3042 807
EDGE 302 303 904
EDGE 303 3936 994
EDGE 304 1515 868
EDGE 304 485 989
EDGE 304 305 831
EDGE 305 757 940
EDGE 305 4852 892
EDGE 306 5180 804
EDGE 306 402 845
EDGE 306 492 950
EDGE 306 1060 941
EDGE 307 366 948
EDGE 307 1050 836
EDGE 307 746 929
EDGE 307 308 945
EDGE 308 1205 869
EDGE 309 3737 879
EDGE 309 310 807
EDGE 310 3739 872
EDGE 311 5312 843
EDGE 311 312 984
EDGE 313 843 860
EDGE 313 314 925
EDGE 314 5111 820
EDGE 314 4784 848
EDGE 314 5050 885
EDGE 314 1801 895
EDGE 314 4854 953
EDGE 315 5222 895
EDGE 315 5124 952
EDGE 315 536 962
EDGE 315 1434 904
EDGE 315 977 801
EDGE 315 503 938
EDGE 315 665 817
EDGE 315 1813 931
EDGE 315 1090 924
EDGE 315 4844 990
EDGE 315 1384 906
EDGE 315 1322 870
EDGE 315 316 855
EDGE 316 1038 948
EDGE 317 318 879
EDGE 318 1091 816
EDGE 318 4720 845
EDGE 318 5162 950
EDGE 319 5177 958
EDGE 319 4791 905
EDGE 319 1112 928
EDGE 319 654 949
EDGE 319 1386 876
EDGE 319 1224 930
EDGE 319 320 897
EDGE 320 1160 845
EDGE 321 3643 800
EDGE 321 322 970
EDGE 322 3659 803
EDGE 322 3783 950
EDGE 322 3606 884
EDGE 323 462 801
EDGE 323 324 942
EDGE 324 1454 807
EDGE 325 2289 850
EDGE 325 326 837
EDGE 326 2480 881
EDGE 327 771 836
EDGE 327 328 904
EDGE 328 5035 894
EDGE 328 4674 954
EDGE 328 4598 820
EDGE 329 4902 925
EDGE 329 677 877
EDGE 329 366 914
EDGE 329 330 829
EDGE 330 677 898
EDGE 330 5096 803
EDGE 330 1522 941
EDGE 330 1423 894
EDGE 330 1078 837
EDGE 330 343 914
EDGE 331 602 994
EDGE 331 1633 923
EDGE 331 533 841
EDGE 331 332 925
EDGE 332 5272 810
EDGE 333 1071 888
EDGE 333 1213 969
EDGE 333 4884 945
EDGE 333 1085 834
EDGE 333 1041 986
EDGE 333 971 817
EDGE 333 840 802
EDGE 333 334 946
EDGE 334 1616 996
EDGE 334 414 986
EDGE 335 1140 983
EDGE 335 336 889
EDGE 336 1583 853
EDGE 336 1619 830
EDGE 337 5231 834
EDGE 337 453 896
EDGE 337 338 891
EDGE 338 5214 883
EDGE 339 981 896
EDGE 339 340 836
EDGE 340 1111 883
EDGE 341 342 934
EDGE 342 766 937
EDGE 342 735 933
EDGE 343 5096 994
EDGE 343 4690 822
EDGE 343 816 863
EDGE 344 1496 823
EDGE 344 1438 885
EDGE 344 4722 841
EDGE 344 4916 822
EDGE 344 1474 889
EDGE 344 1077 946
EDGE 345 4569 855
EDGE 345 346 866
EDGE 347 1626 905
EDGE 347 5340 929
EDGE 347 348 977
EDGE 348 1270 890
EDGE 349 522 964
EDGE 349 621 976
EDGE 349 380 852
EDGE 350 392 890
EDGE 350 5275 851
EDGE 350 1725 823
EDGE 350 5148 820
EDGE 350 4800 902
EDGE 350 353 945
EDGE 350 1569 846
EDGE 350 351 978
EDGE 351 592 963
EDGE 352 1491 998
EDGE 353 354 874
EDGE 354 1471 841
EDGE 354 4761 958
EDGE 355 4740 938
EDGE 355 356 911
EDGE 356 1459 814
EDGE 357 3898 935
EDGE 357 1729 918
EDGE 357 1431 843
EDGE 357 358 919
EDGE 358 4600 947
EDGE 359 651 912
EDGE 359 360 862
EDGE 360 5171 975
EDGE 361 468 934
EDGE 361 362 955
EDGE 365 463 954
EDGE 365 514 891
EDGE 365 1266 918
EDGE 365 366 948
EDGE 366 607 978
EDGE 366 575 910
EDGE 367 369 911
EDGE 367 368 901
EDGE 368 3634 972
EDGE 369 655 979
EDGE 370 5257 943
EDGE 370 1018 930
EDGE 370 863 917
EDGE 370 1086 927
EDGE 370 1317 915
EDGE 370 1059 938
EDGE 370 371 904
EDGE 371 1086 869
EDGE 372 4714 876
EDGE 372 373 879
EDGE 373 4714 970
EDGE 373 4711 880
EDGE 373 1748 862
EDGE 373 1344 847
EDGE 374 375 868
EDGE 375 2295 804
EDGE 376 1186 870
EDGE 376 849 935
EDGE 376 377 827
EDGE 377 5127 977
EDGE 377 763 999
EDGE 378 5209 908
EDGE 378 379 939
EDGE 379 857 900
EDGE 380 578 938
EDGE 380 937 834
EDGE 381 518 945
EDGE 381 954 960
EDGE 381 382 853
EDGE 382 485 833
EDGE 383 713 918
EDGE 383 384 941
EDGE 384 2111 878
EDGE 384 1435 882
EDGE 384 1374 835
EDGE 385 418 885
EDGE 385 386 947
EDGE 386 455 844
EDGE 386 654 826
EDGE 386 445 936
EDGE 386 5017 832
EDGE 386 1373 895
EDGE 386 589 845
EDGE 387 1004 954
EDGE 387 4914 807
EDGE 387 1325 934
EDGE 388 4728 886
EDGE 388 389 976
EDGE 389 449 805
EDGE 389 1308 928
EDGE 390 391 917
EDGE 391 1497 845
EDGE 392 5052 867
EDGE 393 5021 810
EDGE 393 394 854
EDGE 394 447 895
EDGE 394 4823 912
EDGE 395 1479 818
EDGE 395 396 916
EDGE 396 5104 872
EDGE 396 569 936
EDGE 396 894 902
EDGE 397 1043 845
EDGE 397 398 947
EDGE 398 1145 889
EDGE 398 553 872
EDGE 399 3633 923
EDGE 399 2333 906
EDGE 399 4287 831
EDGE 399 400 884
EDGE 400 4315 847
EDGE 401 1628 957
EDGE 401 402 871
EDGE 402 5218 940
EDGE 402 4948 866
EDGE 403 708 984
EDGE 404 1786 893
EDGE 405 1906 881
EDGE 405 406 843
EDGE 406 2934 811
EDGE 406 2854 881
EDGE 407 983 956
EDGE 407 408 841
EDGE 408 983 870
EDGE 408 829 807
EDGE 409 1088 999
EDGE 409 410 819
EDGE 410 1041 878
EDGE 410 4849 917
EDGE 410 1384 849
EDGE 411 788 988
EDGE 411 412 908
EDGE 412 4977 965
EDGE 412 1680 922
EDGE 412 4824 929
EDGE 412 1424 864
EDGE 412 5345 959
EDGE 412 1813 864
EDGE 413 4918 901
EDGE 413 414 933
EDGE 414 4870 842
EDGE 415 2788 891
EDGE 415 4845 841
EDGE 415 4586 973
EDGE 415 416 882
EDGE 416 1279 919
EDGE 417 826 906
EDGE 417 1007 934
EDGE 417 662 901
EDGE 417 1200 837
EDGE 417 418 871
EDGE 418 981 824
EDGE 418 1224 843
EDGE 418 5294 932
EDGE 418 796 882
EDGE 418 720 981
EDGE 419 5052 812
EDGE 419 420 876
EDGE 421 1084 989
EDGE 421 5304 975
EDGE 421 1766 917
EDGE 421 1576 906
EDGE 421 1017 990
EDGE 421 422 889
EDGE 422 1596 907
EDGE 422 1293 974
EDGE 423 424 953
EDGE 424 818 834
EDGE 424 4885 816
EDGE 425 839 883
EDGE 426 503 849
EDGE 426 427 810
EDGE 427 810 865
EDGE 427 505 901
EDGE 427 1356 918
EDGE 427 5278 867
EDGE 427 5179 994
EDGE 427 1798 851
EDGE 428 815 938
EDGE 428 429 909
EDGE 429 5298 838
EDGE 431 4197 806
EDGE 431 432 876
EDGE 432 4619 926
EDGE 433 684 812
EDGE 433 1726 937
EDGE 433 1613 994
EDGE 433 4871 811
EDGE 433 1417 941
EDGE 433 727 985
EDGE 433 434 818
EDGE 434 735 931
EDGE 435 937 966
EDGE 436 1288 845
EDGE 436 1225 958
EDGE 437 438 913
EDGE 438 3848 948
EDGE 439 1498 871
EDGE 439 1014 834
EDGE 439 1595 896
EDGE 439 440 921
EDGE 440 974 960
EDGE 441 733 968
EDGE 441 717 875
EDGE 441 442 902
EDGE 442 1682 982
EDGE 443 965 961
EDGE 443 444 842
EDGE 444 1102 890
EDGE 444 5196 945
EDGE 445 1179 856
EDGE 445 1746 842
EDGE 445 1101 992
EDGE 445 456 842
EDGE 446 4972 950
EDGE 446 447 921
EDGE 447 1338 936
EDGE 447 5263 937
EDGE 447 4695 911
EDGE 448 1702 857
EDGE 448 1573 871
EDGE 448 1308 916
EDGE 448 449 968
EDGE 449 641 923
EDGE 449 5167 845
EDGE 449 4832 807
EDGE 449 1718 952
EDGE 449 737 855
EDGE 450 4598 934
EDGE 450 767 826
EDGE 450 1559 984
EDGE 450 1560 923
EDGE 451 864 970
EDGE 451 515 815
EDGE 451 452 847
EDGE 453 454 842
EDGE 454 5307 820
EDGE 455 654 924
EDGE 455 1464 839
EDGE 455 1101 839
EDGE 455 456 925
EDGE 457 458 839
EDGE 459 3626 851
EDGE 459 460 976
EDGE 460 3919 924
EDGE 460 4253 886
EDGE 460 4163 967
EDGE 460 4017 808
EDGE 460 2150 813
EDGE 461 1218 846
EDGE 462 4920 887
EDGE 462 972 905
EDGE 462 876 996
EDGE 462 1650 990
EDGE 462 1377 998
EDGE 462 1273 894
EDGE 462 4940 810
EDGE 462 1703 883
EDGE 462 5040 960
EDGE 462 4776 876
EDGE 462 1699 869
EDGE 462 1651 905
EDGE 462 1036 947
EDGE 463 929 988
EDGE 464 861 835
EDGE 464 465 985
EDGE 465 961 890
EDGE 465 475 827
EDGE 465 1681 871
EDGE 465 953 800
EDGE 466 511 835
EDGE 466 467 881
EDGE 467 1330 800
EDGE 467 1152 880
EDGE 468 574 990
EDGE 468 1040 803
EDGE 468 5133 864
EDGE 469 624 946
EDGE 470 1467 886
EDGE 470 471 826
EDGE 471 1250 888
EDGE 471 1565 853
EDGE 471 5353 968
EDGE 471 5173 853
EDGE 472 729 847
EDGE 472 473 831
EDGE 473 1367 950
EDGE 474 642 919
EDGE 474 1311 912
EDGE 474 475 976
EDGE 475 1165 985
EDGE 475 642 851
EDGE 476 5138 839
EDGE 476 477 856
EDGE 477 1020 979
EDGE 477 1278 937
EDGE 477 1163 867
EDGE 477 1227 848
EDGE 477 1295 909
EDGE 477 829 976
EDGE 478 1633 942
